Date,Type,Amount,To/From
"Dec 11, 2021, 8:34:26 PM IST",Sent,₹350.00,
"Dec 11, 2021, 8:33:37 PM IST",Sent,₹350.00,
"Dec 11, 2021, 8:33:07 PM IST",Received,₹70.00,
"Dec 11, 2021, 9:58:27 AM IST",Paid,₹148.00,Getmore Super Market
"Dec 11, 2021, 9:15:58 AM IST",Sent,₹100.00,
"Dec 10, 2021, 6:17:08 PM IST",Paid,₹140.00,Selvaraj Jai Sreedhar Selvaraj
"Dec 10, 2021, 5:57:28 PM IST",Paid,₹139.00,Groww
"Dec 10, 2021, 2:54:57 PM IST",Paid,₹380.00,
"Dec 10, 2021, 1:22:56 PM IST",Paid,₹40.00,
"Dec 10, 2021, 9:56:00 AM IST",Paid,₹186.00,Amma Low Price Super Market
"Dec 9, 2021, 9:34:46 PM IST",Paid,₹117.88,APOLLO PHARMACY
"Dec 9, 2021, 9:01:34 AM IST",Paid,₹395.00,Jio Mobility
"Dec 8, 2021, 10:10:05 PM IST",Received,₹1100.00,
"Dec 7, 2021, 8:52:13 AM IST",Paid,₹15.00,Jio Prepaid
"Dec 6, 2021, 5:56:06 PM IST",Sent,₹1500.00,
"Dec 6, 2021, 5:52:26 PM IST",Received,₹300.00,
"Dec 6, 2021, 2:19:23 PM IST",Received,₹300.00,
"Dec 5, 2021, 8:40:30 PM IST",Paid,₹2380.00,
"Dec 5, 2021, 5:31:48 PM IST",Sent,₹6300.00,
"Dec 5, 2021, 5:31:03 PM IST",Sent,₹6300.00,
"Dec 4, 2021, 6:25:49 PM IST",Sent,₹1600.00,
"Dec 3, 2021, 5:03:38 PM IST",Paid,₹105.00,Dheeraj Kumar Ram
"Dec 2, 2021, 8:47:08 AM IST",Paid,₹179.00,Vi Prepaid
"Dec 1, 2021, 9:13:32 AM IST",Received,₹6000.00,
"Nov 25, 2021, 3:41:36 PM IST",Paid,₹134.60,BOOKMYSHOW
"Nov 24, 2021, 4:44:21 PM IST",Paid,₹110.00,Tamil Nadu Electricity (TNEB)
"Nov 21, 2021, 6:45:30 PM IST",Sent,₹450.00,
"Nov 21, 2021, 5:47:22 PM IST",Paid,₹2380.00,
"Nov 10, 2021, 9:43:30 PM IST",Received,₹21.00,Google
"Nov 10, 2021, 6:43:11 PM IST",Sent,₹2000.00,
"Nov 10, 2021, 6:39:44 PM IST",Paid,₹242.00,Sun Direct
"Nov 8, 2021, 7:47:19 PM IST",Paid,₹130.00,Mr S Jai Sreedhar
"Nov 7, 2021, 10:49:23 PM IST",Paid,₹599.00,Jio Prepaid
"Nov 6, 2021, 8:09:28 PM IST",Paid,₹915.50,IndianOil Corporation Ltd
"Nov 6, 2021, 7:13:06 PM IST",Paid,₹791.00,Getmore Super Market
"Nov 4, 2021, 8:17:31 AM IST",Paid,₹1.00,
"Nov 3, 2021, 6:22:43 PM IST",Sent,₹350.00,
"Nov 2, 2021, 7:55:51 AM IST",Paid,₹149.00,Vi Prepaid
"Nov 1, 2021, 10:35:32 AM IST",Paid,₹2380.00,
"Oct 29, 2021, 7:55:22 PM IST",Paid,₹50.00,Mohana
"Oct 23, 2021, 12:29:15 PM IST",Received,₹500.00,
"Oct 22, 2021, 5:16:13 PM IST",Sent,₹1000.00,
"Oct 22, 2021, 5:15:33 PM IST",Sent,₹1000.00,
"Oct 22, 2021, 4:22:46 PM IST",Sent,₹7000.00,
"Oct 19, 2021, 7:17:21 PM IST",Received,₹1500.00,
"Oct 19, 2021, 7:51:36 AM IST",Paid,₹242.00,Sun Direct
"Oct 12, 2021, 8:22:55 PM IST",Paid,₹21.00,Jio Prepaid
"Oct 11, 2021, 7:14:53 PM IST",Paid,₹80.00,Ms E SATHIYA
"Oct 11, 2021, 8:13:14 AM IST",Paid,₹349.00,PayU Payments Private Limited
"Oct 10, 2021, 5:15:53 PM IST",Paid,₹349.00,PayU Payments Private Limited
"Oct 10, 2021, 6:15:41 AM IST",Received,₹3.00,Google
"Oct 10, 2021, 6:14:44 AM IST",Sent,₹7400.00,
"Oct 9, 2021, 11:14:21 AM IST",Sent,₹100.00,
"Oct 9, 2021, 11:11:20 AM IST",Sent,₹20.00,
"Oct 7, 2021, 10:42:24 PM IST",Received,₹290.00,
"Oct 7, 2021, 9:56:13 PM IST",Paid,₹287.20,BOOKMYSHOW
"Oct 5, 2021, 7:33:28 PM IST",Paid,₹152.00,
"Oct 5, 2021, 9:16:22 AM IST",Sent,₹65.00,
"Oct 3, 2021, 7:00:25 PM IST",Sent,₹100.00,
"Oct 2, 2021, 8:30:08 PM IST",Sent,₹262.00,
"Oct 2, 2021, 9:42:06 AM IST",Received,₹8000.00,
"Sep 30, 2021, 8:16:08 PM IST",Paid,₹1498.00,Airtel Prepaid
"Sep 29, 2021, 7:06:43 PM IST",Paid,₹135.00,GOVARTHANAN D
"Sep 29, 2021, 8:05:23 AM IST",Paid,₹2380.00,
"Sep 25, 2021, 3:40:39 PM IST",Received,₹1040.00,
"Sep 25, 2021, 3:39:54 PM IST",Paid,₹1040.00,M HABEEB
"Sep 25, 2021, 11:01:25 AM IST",Received,₹1800.00,
"Sep 24, 2021, 7:47:26 PM IST",Sent,₹310.00,
"Sep 24, 2021, 7:47:04 PM IST",Sent,₹700.00,
"Sep 24, 2021, 7:18:25 PM IST",Paid,₹1800.00,
"Sep 24, 2021, 4:29:52 PM IST",Received,₹2984.00,
"Sep 24, 2021, 11:51:13 AM IST",Received,₹500.00,
"Sep 24, 2021, 8:16:46 AM IST",Paid,₹1943.46,ACT  Broadband
"Sep 20, 2021, 9:49:35 PM IST",Received,₹100.00,
"Sep 19, 2021, 11:51:20 AM IST",Paid,₹20.00,MANICKAVASAGAM SUBRAMANIYAN
"Sep 19, 2021, 10:56:42 AM IST",Paid,₹242.00,Sun Direct
"Sep 19, 2021, 10:34:58 AM IST",Paid,₹21.00,Jio Prepaid
"Sep 18, 2021, 10:42:18 PM IST",Paid,₹2000.00,redBus
"Sep 18, 2021, 10:05:55 PM IST",Paid,₹140.00,YALAVARTHYRATHAIAH
"Sep 18, 2021, 8:03:17 PM IST",Sent,₹3600.00,
"Sep 17, 2021, 8:25:43 PM IST",Received,₹500.00,
"Sep 15, 2021, 8:39:47 PM IST",Paid,₹10.00,Fi - Federal Bank
"Sep 15, 2021, 8:32:33 PM IST",Paid,₹10.00,Fi - Federal Bank
"Sep 12, 2021, 9:00:24 PM IST",Paid,₹120.00,Lakshmi FastFood
"Sep 11, 2021, 2:34:26 PM IST",Paid,₹329.00,Jio Mobility
"Sep 11, 2021, 1:20:53 PM IST",Paid,₹21.00,Jio Prepaid
"Sep 11, 2021, 11:25:10 AM IST",Paid,₹473.00,ECOMEXPRESS
"Sep 11, 2021, 11:22:51 AM IST",Received,₹480.00,
"Sep 10, 2021, 7:41:21 PM IST",Paid,₹21.00,Jio Prepaid
"Sep 7, 2021, 10:16:21 AM IST",Sent,₹100.00,
"Sep 6, 2021, 2:33:45 PM IST",Received,₹2400.00,
"Sep 6, 2021, 12:15:57 PM IST",Sent,₹800.00,
"Sep 6, 2021, 8:18:04 AM IST",Paid,₹149.00,Vi Prepaid
"Sep 5, 2021, 7:57:03 PM IST",Paid,₹87.00,
"Sep 5, 2021, 6:32:59 PM IST",Sent,₹2000.00,
"Sep 5, 2021, 2:54:44 PM IST",Paid,₹150.00,NEW THIRUPUR COTTON
"Sep 4, 2021, 9:28:06 PM IST",Sent,₹2400.00,
"Sep 4, 2021, 10:38:28 AM IST",Received,₹1000.00,
"Sep 4, 2021, 10:38:16 AM IST",Sent,₹1000.00,
"Sep 3, 2021, 7:54:12 PM IST",Sent,₹1000.00,
"Sep 3, 2021, 6:55:35 PM IST",Sent,₹200.00,
"Sep 3, 2021, 6:55:24 PM IST",Sent,₹200.00,
"Sep 2, 2021, 7:34:52 PM IST",Paid,₹580.00,Vimal Electricals An
"Sep 1, 2021, 8:47:17 AM IST",Sent,₹500.00,
"Aug 31, 2021, 9:35:26 PM IST",Paid,₹2528.00,BAJAJ FINANCE LIMITED
"Aug 30, 2021, 9:32:37 AM IST",Paid,₹180.00,Ramesh kumar
"Aug 28, 2021, 8:30:33 PM IST",Paid,₹140.00,GOVARTHANAN D
"Aug 28, 2021, 8:30:15 PM IST",Paid,₹120.00,GOVARTHANAN D
"Aug 28, 2021, 8:18:39 PM IST",Sent,₹650.00,
"Aug 27, 2021, 4:44:38 PM IST",Sent,₹400.00,
"Aug 27, 2021, 4:44:18 PM IST",Sent,₹400.00,
"Aug 23, 2021, 8:40:09 AM IST",Paid,₹79.00,Vi Prepaid
"Aug 20, 2021, 1:36:32 PM IST",Paid,₹242.00,Sun Direct
"Aug 19, 2021, 2:28:59 PM IST",Received,₹51.00,Google
"Aug 15, 2021, 2:24:56 PM IST",Paid,₹248.00,Jio Mobility
"Aug 14, 2021, 8:04:54 PM IST",Paid,₹180.00,MOHAMEDASIKARABATHA
"Aug 14, 2021, 7:36:15 PM IST",Sent,₹1000.00,
"Aug 12, 2021, 11:10:28 PM IST",Sent,₹500.00,
"Aug 11, 2021, 8:41:01 AM IST",Paid,₹199.00,Jio Prepaid
"Aug 9, 2021, 8:59:55 PM IST",Paid,₹100.00,Mass Restaurant
"Aug 9, 2021, 7:27:48 PM IST",Sent,₹400.00,
"Aug 9, 2021, 5:46:52 PM IST",Paid,₹19.00,Airtel Prepaid
"Aug 9, 2021, 8:29:42 AM IST",Paid,₹49.00,Vi Prepaid
"Aug 6, 2021, 7:36:54 AM IST",Received,₹4.00,Google
"Aug 6, 2021, 7:35:59 AM IST",Paid,₹50.00,Vi Prepaid
"Aug 3, 2021, 3:32:03 PM IST",Sent,₹500.00,
"Aug 3, 2021, 3:28:01 PM IST",Paid,₹850.50,IndianOil Corporation Ltd
"Aug 3, 2021, 3:27:39 PM IST",Paid,₹850.50,Indane Gas (Indian Oil)
"Aug 2, 2021, 8:00:49 PM IST",Sent,₹1100.00,
"Aug 1, 2021, 9:29:33 PM IST",Paid,₹717.00,NEW GANESH MEDICALS
"Aug 1, 2021, 2:27:46 PM IST",Paid,₹180.00,Dum Biriyani
"Jul 31, 2021, 8:36:05 PM IST",Paid,₹358.00,NEW GANESH MEDICALS
"Jul 31, 2021, 9:52:39 AM IST",Paid,₹330.00,
"Jul 30, 2021, 11:53:02 AM IST",Paid,₹3400.00,
"Jul 30, 2021, 11:23:09 AM IST",Paid,₹329.00,Jio Mobility
"Jul 30, 2021, 11:23:04 AM IST",Received,₹1.00,
"Jul 30, 2021, 11:22:06 AM IST",Received,₹328.00,
"Jul 28, 2021, 2:55:07 PM IST",Sent,₹200.00,
"Jul 28, 2021, 2:54:53 PM IST",Sent,₹200.00,
"Jul 27, 2021, 10:21:56 PM IST",Received,₹6.00,Google
"Jul 27, 2021, 10:21:09 PM IST",Sent,₹150.00,
"Jul 25, 2021, 11:02:35 AM IST",Sent,₹1000.00,
"Jul 25, 2021, 10:19:16 AM IST",Sent,₹1000.00,
"Jul 24, 2021, 11:33:23 PM IST",Received,₹200.00,
"Jul 24, 2021, 10:54:26 PM IST",Received,₹200.00,
"Jul 24, 2021, 9:45:52 PM IST",Received,₹400.00,
"Jul 24, 2021, 8:47:23 PM IST",Sent,₹265.00,
"Jul 24, 2021, 10:21:06 AM IST",Paid,₹1000.00,
"Jul 24, 2021, 9:42:35 AM IST",Paid,₹1000.00,
"Jul 24, 2021, 9:41:16 AM IST",Paid,₹1000.00,
"Jul 23, 2021, 7:48:30 PM IST",Sent,₹2300.00,
"Jul 20, 2021, 1:54:07 PM IST",Paid,"₹25,000.00",
"Jul 20, 2021, 1:53:28 PM IST",Received,₹1.00,
"Jul 20, 2021, 8:42:57 AM IST",Paid,₹295.00,Tamil Nadu Electricity (TNEB)
"Jul 19, 2021, 9:51:33 AM IST",Paid,₹250.00,ROJA MOBILES
"Jul 18, 2021, 1:30:17 PM IST",Paid,₹600.00,Dum Biriyani
"Jul 18, 2021, 8:49:23 AM IST",Paid,₹242.00,my sundirect
"Jul 18, 2021, 8:48:36 AM IST",Paid,₹199.00,my sundirect
"Jul 17, 2021, 8:59:23 AM IST",Paid,₹226.00,Mudranik Technologies Private Limited
"Jul 16, 2021, 5:55:37 PM IST",Paid,₹300.00,
"Jul 16, 2021, 2:29:48 PM IST",Received,₹300.00,
"Jul 14, 2021, 8:07:41 AM IST",Received,₹300.00,
"Jul 13, 2021, 8:39:50 AM IST",Received,₹200.00,
"Jul 10, 2021, 8:02:36 PM IST",Received,₹4000.00,
"Jul 7, 2021, 8:55:04 PM IST",Paid,₹129.00,Vi Prepaid
"Jul 7, 2021, 7:30:36 AM IST",Received,₹200.00,
"Jul 3, 2021, 9:05:22 PM IST",Sent,"₹30,000.00",
"Jul 3, 2021, 6:30:30 PM IST",Paid,₹300.00,
"Jul 3, 2021, 5:08:19 PM IST",Sent,₹1.00,
"Jul 1, 2021, 6:55:18 AM IST",Paid,₹3400.00,
"Jun 30, 2021, 6:14:15 PM IST",Sent,₹2000.00,
"Jun 30, 2021, 6:13:19 PM IST",Paid,₹825.00,IndianOil Corporation Ltd
"Jun 30, 2021, 6:09:04 PM IST",Paid,₹3400.00,
"Jun 29, 2021, 7:12:58 PM IST",Paid,₹170.00,
"Jun 28, 2021, 4:48:48 PM IST",Sent,₹59.00,
"Jun 25, 2021, 7:18:04 PM IST",Received,₹300.00,
"Jun 24, 2021, 4:00:21 PM IST",Paid,₹770.00,Rakesh Kumar
"Jun 22, 2021, 6:42:39 PM IST",Paid,₹300.00,Mr Moti Ram
"Jun 21, 2021, 12:05:23 PM IST",Received,₹20.00,Google
"Jun 21, 2021, 12:04:48 PM IST",Paid,₹1941.93,ACT Broadband
"Jun 20, 2021, 2:35:14 PM IST",Paid,₹350.00,
"Jun 20, 2021, 1:46:12 PM IST",Paid,₹115.00,Getmore Super Market
"Jun 20, 2021, 1:29:48 PM IST",Paid,₹430.00,
"Jun 20, 2021, 7:38:37 AM IST",Sent,₹1100.00,
"Jun 20, 2021, 7:12:42 AM IST",Paid,₹160.00,Sm Mutton And Chicken Stall
"Jun 19, 2021, 8:52:53 PM IST",Received,₹3900.00,
"Jun 19, 2021, 1:13:33 PM IST",Sent,₹400.00,
"Jun 18, 2021, 4:17:45 PM IST",Paid,₹242.00,SUN DIRECT TV PRIVATE LIMITED
"Jun 17, 2021, 8:03:15 PM IST",Paid,₹150.00,Lakshmi FastFood
"Jun 16, 2021, 1:40:43 PM IST",Paid,₹90.00,Lakshmi FastFood
"Jun 14, 2021, 8:33:24 PM IST",Paid,₹50.00,Lakshmi FastFood
"Jun 9, 2021, 12:10:03 PM IST",Paid,₹550.00,
"Jun 9, 2021, 9:32:24 AM IST",Paid,₹1100.00,rameshkumar
"Jun 8, 2021, 9:10:49 PM IST",Paid,₹129.00,Vi Prepaid
"Jun 1, 2021, 6:06:29 PM IST",Paid,₹3400.00,
"May 31, 2021, 2:28:06 PM IST",Received,₹5.00,Google
"May 28, 2021, 10:10:49 AM IST",Sent,₹150.00,
"May 23, 2021, 3:00:13 PM IST",Sent,₹3200.00,
"May 23, 2021, 12:49:27 PM IST",Received,₹150.00,
"May 23, 2021, 12:47:09 PM IST",Received,₹800.00,
"May 23, 2021, 12:22:42 AM IST",Paid,₹250.00,BLLP
"May 22, 2021, 6:13:25 PM IST",Received,₹600.00,
"May 22, 2021, 11:22:25 AM IST",Paid,₹750.00,MOBIKWIK
"May 18, 2021, 8:49:42 PM IST",Paid,₹500.00,
"May 18, 2021, 8:15:17 PM IST",Paid,₹1000.00,BLLP
"May 18, 2021, 12:13:55 PM IST",Received,₹6.00,Google
"May 18, 2021, 12:13:25 PM IST",Received,₹5.00,Google
"May 18, 2021, 12:11:15 PM IST",Received,₹350.00,
"May 18, 2021, 12:03:11 PM IST",Sent,₹350.00,
"May 18, 2021, 11:59:57 AM IST",Received,₹350.00,
"May 18, 2021, 11:59:34 AM IST",Sent,₹350.00,
"May 18, 2021, 11:59:04 AM IST",Received,₹350.00,
"May 18, 2021, 11:57:03 AM IST",Sent,₹350.00,
"May 16, 2021, 8:45:47 AM IST",Paid,₹199.00,Airtel Prepaid
"May 8, 2021, 8:27:10 AM IST",Paid,₹329.00,JioFiber
"May 6, 2021, 9:41:29 PM IST",Received,₹650.00,
"May 1, 2021, 9:33:55 PM IST",Received,₹140.00,
"Apr 30, 2021, 5:39:53 PM IST",Sent,₹1.00,
"Apr 30, 2021, 3:54:20 PM IST",Paid,₹3400.00,
"Apr 30, 2021, 3:28:29 PM IST",Sent,₹1.00,
"Apr 30, 2021, 8:35:20 AM IST",Received,₹200.00,
"Apr 28, 2021, 7:51:14 PM IST",Paid,₹50.00,Lakshmi FastFood
"Apr 28, 2021, 7:02:00 PM IST",Received,₹2250.00,
"Apr 26, 2021, 5:18:07 PM IST",Paid,₹21.00,Jio Prepaid
"Apr 16, 2021, 7:01:19 PM IST",Paid,₹62.40,APOLLO PHARMACY
"Apr 16, 2021, 5:14:43 PM IST",Paid,₹230.00,SUN DIRECT TV PRIVATE LIMITED
"Apr 15, 2021, 8:30:03 PM IST",Paid,₹825.00,IndianOil Corporation Ltd
"Apr 15, 2021, 8:24:03 PM IST",Paid,₹825.00,IndianOil Corporation Ltd
"Apr 15, 2021, 8:06:39 PM IST",Paid,₹6000.00,
"Apr 11, 2021, 5:08:51 PM IST",Paid,₹49.00,Airtel Prepaid
"Apr 11, 2021, 7:53:47 AM IST",Received,₹3300.00,
"Apr 10, 2021, 9:02:48 PM IST",Sent,₹1200.00,
"Apr 10, 2021, 7:33:16 AM IST",Paid,₹129.00,Jio
"Apr 9, 2021, 8:54:06 PM IST",Paid,₹129.00,Jio
"Apr 8, 2021, 5:22:57 PM IST",Received,₹5.00,Google
"Apr 8, 2021, 5:11:53 PM IST",Sent,₹650.00,
"Apr 8, 2021, 5:05:15 PM IST",Received,₹300.00,
"Apr 8, 2021, 5:03:05 PM IST",Sent,₹325.00,
"Apr 8, 2021, 8:29:29 AM IST",Received,₹1.00,
"Apr 5, 2021, 7:18:07 AM IST",Received,₹200.00,
"Mar 31, 2021, 11:30:25 AM IST",Paid,₹3400.00,
"Mar 31, 2021, 8:51:46 AM IST",Sent,₹1111.00,
"Mar 31, 2021, 8:50:48 AM IST",Sent,₹1.00,
"Mar 31, 2021, 8:50:02 AM IST",Received,₹1.00,
"Mar 28, 2021, 3:12:22 PM IST",Paid,₹100.00,
"Mar 27, 2021, 6:53:11 PM IST",Paid,₹150.00,
"Mar 26, 2021, 7:31:43 PM IST",Paid,₹170.00,STREET SHAWARMA
"Mar 26, 2021, 4:14:20 PM IST",Paid,₹150.00,
"Mar 25, 2021, 7:40:09 PM IST",Received,₹1.00,
"Mar 24, 2021, 7:03:09 PM IST",Sent,₹620.00,
"Mar 22, 2021, 7:41:27 PM IST",Paid,₹70.00,Krishna Fancy Store
"Mar 22, 2021, 7:37:31 PM IST",Sent,₹280.00,
"Mar 22, 2021, 7:36:54 PM IST",Sent,₹280.00,
"Mar 21, 2021, 8:46:39 PM IST",Paid,₹158.00,
"Mar 21, 2021, 8:32:10 PM IST",Paid,₹480.00,
"Mar 21, 2021, 4:36:43 PM IST",Paid,₹35.00,
"Mar 21, 2021, 4:27:52 PM IST",Sent,₹150.00,
"Mar 21, 2021, 4:21:18 PM IST",Paid,₹110.00,
"Mar 21, 2021, 4:16:48 PM IST",Paid,₹200.00,RAGHUMAN KHAN
"Mar 21, 2021, 3:29:40 PM IST",Paid,₹280.00,rameshkumar
"Mar 21, 2021, 3:19:38 PM IST",Received,₹3300.00,
"Mar 21, 2021, 1:57:15 PM IST",Paid,₹250.00,DUM BIRIYANI
"Mar 20, 2021, 8:51:09 PM IST",Paid,₹75.00,Jio
"Mar 20, 2021, 2:15:00 PM IST",Paid,₹220.00,DUM BIRIYANI
"Mar 20, 2021, 6:46:31 AM IST",Received,₹600.00,
"Mar 18, 2021, 8:17:37 PM IST",Paid,₹129.00,Airtel Prepaid
"Mar 18, 2021, 9:20:11 AM IST",Paid,₹230.00,Sun Direct
"Mar 18, 2021, 9:15:33 AM IST",Paid,₹230.00,SUN DIRECT TV PRIVATE LIMITED
"Mar 18, 2021, 9:11:07 AM IST",Paid,₹230.00,SUN DIRECT TV PRIVATE LIMITED
"Mar 18, 2021, 9:09:16 AM IST",Paid,₹230.00,SUN DIRECT TV PRIVATE LIMITED
"Mar 18, 2021, 9:05:45 AM IST",Paid,₹230.00,SUN DIRECT TV PRIVATE LIMITED
"Mar 17, 2021, 8:27:32 PM IST",Received,₹100.00,
"Mar 16, 2021, 2:41:14 PM IST",Sent,₹500.00,
"Mar 16, 2021, 2:13:09 PM IST",Sent,₹3500.00,
"Mar 15, 2021, 9:58:56 PM IST",Received,₹1.00,
"Mar 15, 2021, 8:57:16 PM IST",Sent,₹1.00,
"Mar 15, 2021, 8:56:23 PM IST",Received,₹1.00,
"Mar 15, 2021, 8:52:43 PM IST",Sent,₹1.00,
"Mar 14, 2021, 12:55:42 PM IST",Received,₹70.00,
"Mar 14, 2021, 8:24:20 AM IST",Sent,₹100.00,
"Mar 13, 2021, 7:46:43 PM IST",Paid,₹280.00,The Rich Cake
"Mar 12, 2021, 7:48:25 AM IST",Paid,₹129.00,Jio
"Mar 11, 2021, 11:16:14 PM IST",Received,₹160.00,
"Mar 8, 2021, 8:03:05 PM IST",Received,₹2444.00,
"Mar 8, 2021, 5:46:11 PM IST",Received,₹1000.00,
"Mar 8, 2021, 8:52:07 AM IST",Received,₹700.00,
"Mar 7, 2021, 8:35:06 PM IST",Received,₹340.00,
"Mar 7, 2021, 8:11:39 PM IST",Received,₹300.00,
"Mar 6, 2021, 8:34:00 PM IST",Received,₹340.00,
"Mar 4, 2021, 8:38:27 AM IST",Received,₹500.00,
"Mar 3, 2021, 10:13:09 AM IST",Paid,₹159.00,Google Play
"Mar 1, 2021, 4:26:41 PM IST",Paid,₹3400.00,
"Feb 22, 2021, 6:37:41 PM IST",Paid,₹129.00,Airtel Prepaid
"Feb 22, 2021, 6:37:14 PM IST",Paid,₹129.00,Airtel Prepaid
"Feb 20, 2021, 8:45:46 PM IST",Paid,₹30.00,New JP Super Market
"Feb 19, 2021, 7:21:29 PM IST",Paid,₹1100.00,Style Loft Menswear
"Feb 19, 2021, 11:36:07 AM IST",Received,₹500.00,
"Feb 17, 2021, 3:05:28 PM IST",Paid,₹21.00,Jio Prepaid
"Feb 15, 2021, 12:49:37 PM IST",Received,₹500.00,
"Feb 15, 2021, 12:49:18 PM IST",Received,₹500.00,
"Feb 15, 2021, 12:48:56 PM IST",Received,₹500.00,
"Feb 15, 2021, 12:48:47 PM IST",Received,₹500.00,
"Feb 15, 2021, 12:48:35 PM IST",Received,₹500.00,
"Feb 14, 2021, 10:37:51 AM IST",Sent,"₹20,000.00",
"Feb 13, 2021, 2:46:40 PM IST",Paid,₹100.00,
"Feb 12, 2021, 7:14:05 PM IST",Sent,₹600.00,
"Feb 12, 2021, 7:09:45 PM IST",Received,₹120.00,
"Feb 12, 2021, 7:08:57 PM IST",Received,₹120.00,
"Feb 12, 2021, 1:31:03 PM IST",Received,₹129.00,
"Feb 12, 2021, 1:30:04 PM IST",Paid,₹129.00,Jio
"Feb 11, 2021, 7:15:06 PM IST",Paid,₹100.00,ROJA MOBILES
"Feb 11, 2021, 4:25:22 PM IST",Paid,₹21.00,Jio Prepaid
"Feb 11, 2021, 7:23:29 AM IST",Paid,₹199.00,Jio Prepaid
"Feb 9, 2021, 3:41:13 PM IST",Paid,₹3844.00,MOBIKWIK
"Feb 7, 2021, 9:17:57 PM IST",Paid,₹11.00,Jio Prepaid
"Feb 6, 2021, 5:27:08 PM IST",Sent,₹1050.00,
"Jan 24, 2021, 6:47:53 PM IST",Paid,"₹10,000.00",RAMESH GOLD HOUSE
"Jan 22, 2021, 6:29:57 PM IST",Paid,₹14.00,DHANU BROWSING
"Jan 22, 2021, 1:36:29 PM IST",Sent,₹50.00,
"Jan 22, 2021, 1:35:35 PM IST",Sent,₹50.00,
"Jan 22, 2021, 1:35:16 PM IST",Sent,₹50.00,
"Jan 22, 2021, 10:26:16 AM IST",Paid,₹325.00,TASTE TUNE FOOD PRODUCTS PVT LTD
"Jan 21, 2021, 8:03:38 PM IST",Paid,₹30.00,
"Jan 21, 2021, 10:23:55 AM IST",Paid,₹600.00,Groww
"Jan 20, 2021, 3:59:16 PM IST",Received,₹150.00,
"Jan 19, 2021, 10:50:49 AM IST",Paid,₹10.00,Sree Mobiles
"Jan 19, 2021, 9:29:57 AM IST",Sent,"₹50,000.00",
"Jan 19, 2021, 8:57:19 AM IST",Received,₹1.00,
"Jan 18, 2021, 11:14:27 PM IST",Paid,₹151.00,Jio Prepaid
"Jan 18, 2021, 10:49:27 AM IST",Received,₹600.00,
"Jan 16, 2021, 3:42:43 PM IST",Paid,₹11.00,Jio Prepaid
"Jan 16, 2021, 3:42:06 PM IST",Paid,₹11.00,Jio Prepaid
"Jan 13, 2021, 9:33:26 PM IST",Paid,₹199.00,Jio Prepaid
"Jan 13, 2021, 7:13:38 PM IST",Paid,₹20.00,M R PANDIAN  HOTEL
"Jan 11, 2021, 11:17:49 AM IST",Sent,₹50.00,
"Jan 9, 2021, 6:56:05 PM IST",Paid,₹80.00,Bharat Kumar
"Jan 9, 2021, 6:55:42 PM IST",Paid,₹80.00,Bharat Kumar
"Jan 7, 2021, 2:59:37 PM IST",Received,₹6.00,Google
"Jan 7, 2021, 2:58:55 PM IST",Sent,₹200.00,
"Jan 2, 2021, 6:49:42 PM IST",Sent,₹500.00,
"Jan 1, 2021, 1:42:17 PM IST",Paid,₹3600.00,
"Dec 30, 2020, 9:51:34 PM IST",Received,₹100.00,
"Dec 30, 2020, 7:01:19 PM IST",Sent,₹350.00,
"Dec 25, 2020, 6:01:49 PM IST",Sent,₹300.00,
"Dec 25, 2020, 12:47:39 PM IST",Paid,₹200.00,YOURS FLORIST
"Dec 18, 2020, 3:54:09 PM IST",Sent,₹150.00,
"Dec 16, 2020, 5:17:55 PM IST",Paid,₹199.00,Jio Prepaid
"Dec 16, 2020, 1:08:52 PM IST",Paid,₹11.00,Jio Prepaid
"Dec 16, 2020, 9:55:07 AM IST",Paid,₹21.00,Jio Prepaid
"Dec 10, 2020, 5:15:58 PM IST",Received,₹3000.00,
"Dec 10, 2020, 5:15:52 PM IST",Received,₹3000.00,
"Dec 10, 2020, 5:14:39 PM IST",Received,₹3000.00,
"Dec 10, 2020, 5:14:31 PM IST",Received,₹3000.00,
"Dec 10, 2020, 5:13:53 PM IST",Received,₹3000.00,
"Dec 10, 2020, 5:13:39 PM IST",Received,₹3000.00,
"Dec 10, 2020, 3:40:51 PM IST",Received,₹3000.00,
"Dec 10, 2020, 3:40:35 PM IST",Received,₹3000.00,
"Dec 10, 2020, 1:39:18 PM IST",Paid,₹1500.00,
"Dec 10, 2020, 1:36:53 PM IST",Paid,₹1500.00,
"Dec 10, 2020, 1:35:55 PM IST",Paid,₹1500.00,
"Dec 10, 2020, 1:35:38 PM IST",Paid,₹1500.00,
"Dec 10, 2020, 1:29:35 PM IST",Sent,₹1500.00,
"Dec 10, 2020, 1:26:29 PM IST",Sent,₹1500.00,
"Dec 10, 2020, 1:22:37 PM IST",Sent,₹1500.00,
"Dec 10, 2020, 1:21:32 PM IST",Sent,₹1500.00,
"Dec 10, 2020, 1:20:10 PM IST",Paid,₹1500.00,
"Dec 10, 2020, 1:12:18 PM IST",Sent,₹3000.00,
"Dec 10, 2020, 1:09:01 PM IST",Sent,₹3000.00,
"Dec 10, 2020, 1:06:03 PM IST",Sent,₹3000.00,
"Dec 10, 2020, 1:04:04 PM IST",Sent,₹3000.00,
"Dec 10, 2020, 1:03:33 PM IST",Sent,₹3000.00,
"Dec 10, 2020, 1:02:52 PM IST",Sent,₹3000.00,
